,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text_without_stopwords
681,682,B000G6MBX2,A4AYT6I29WTPY,"Chip Lover ""Leisa""",4,5,5,1158537600,"Amazing Taste, Best Chip Ever!",i ca n't believe how wonderful this chip is ! the slightly spicy after taste gives the chip extra punch flavor family i offically addicted
682,683,B000G6MBX2,A1UDFKEKTO70NX,Tiffany,1,1,4,1245110400,tasty,perfect for snacking with or without salsa the texture is brittle thin like other plocky 's the only downside : the spice is minimal
683,684,B000G6MBX2,A471XPKNUEJGU,Joe133,1,1,4,1219536000,Plocky's Sweet Smokey Chipotle Whole Grain Tortill...,i think plocky 's brand as a is a cut above in quality but i found to lack in taste somewhat be a little greasy
684,685,B000G6MBX2,A3UCO7B9HP42BG,Denise Graner,1,1,5,1217203200,Yummy chips,the best i ever eaten everyone in our family loves sweet but spicy- crispy .... really good delivery was perfect no crushed fantastic overall
685,686,B000G6MBX2,A28A3KLKV22OAJ,C. Young,1,1,5,1215043200,Tasty!,a nice case of that quite tasty i definitely enjoy the kettle sea black pepper i just wish they were bigger bags : )
686,687,B000G6MBX2,A1WX42M589VAMQ,Mir,3,4,5,1209686400,So Faboo: Dangerous for those prone to Chips Binges!!!,i ordered this from organic foods delivery service oh word ! spicy ( but not burning spicy more like tongue-warming ) sweetish salty ... a really strongly-flavored delicious chip if you like barbecue flavor this is a nice sweet-mexi-fied barecue. i also like that it 's organic. i ate the 5 oz bag in less than 15 minutes bad but dang if they 're not sinfully delicious. granted 5oz is not a lot ( it was skimpy for the price which is often the case when it comes to organic ) but it was 750 calories at a pop geesh. yes 150 cals per 1 oz serving that 's about par for the course for fried verdict : fattening crispy flavorful delicious best to stick to very small servings on the side of a low-fat sandwich or soup. enjoy. mir
687,688,B000G6MBX2,ARUQJLJBXS88,Karen E. Emanuel,3,4,5,1184371200,The spice will grow!,at first you think that n't all that spicy but the spice will grow on you with each bite they really very good !
688,689,B000G6MBX2,A3MKD1JZEYH8J3,"P. Werwie ""Punchneedle Chick""",2,3,5,1256342400,The best tortilla chips I have ever eaten!!,i ca n't say enough good things about plocky 's ! ! i purchased this flavor the black bean flavor a href= http : //www.amazon.com/gp/product/b000gwko7g plocky 's tortilla black beans 'n 7-ounce bags ( pack of 12 ) /a i love ! they taste better than more well known brands very satisfying i never eaten a tortilla chip that did n't me feel guilty afterwards not with plocky 's ... i always less feel satisfied i actually prefer eaten by themselves .. no dips ... i keep a bag in desk at work i even had for lunch when there is no to grab something i bring to work to share with friends they love too i a fan of plocky 's will continue to purchase on amazon
689,690,B000G6MBX2,A1ZH9LWMX5UCFJ,"K. Stuckey ""kateling""",2,3,5,1202169600,Such an excellent chip,aunt gave me a bag of i was immediately addicted there actual pieces of beans in the they not overly salty like other i love the zip agreed they awesome without salsa no trans fat !
690,691,B000G6MBX2,AK5DB61C13CN7,Seraxia,0,0,1,1344384000,WRONG FLAVOR - got Country BBQ instead of Chili Chipotle,i was so excited thinking they had favorite discontinued kettle flavor but was disappointed when i opened the box found this substitution i keeping but would not ordered 15 bags of this flavor it is a very good bbq chip but i could get this flavor at the grocery store why oh why do favorite food items always get discontinued ? ? ? the one star is for the substitution the country bbq is a 4 start chip but not the chip i longed for
691,692,B000G6MBX2,A3AIHN7XBD816P,Kathryn Waldrup,0,0,5,1284681600,Great,we love they be eaten alone they so crisp tasty or with a dip every one that we introduced the to loves the expiration date is for 8 months from now so ordering 12 bags did n't near to going stale
692,693,B000G6MBX2,AWZG8HXBE8PNB,doraima,0,0,5,1278633600,Plocky's Rice and Beans Tortilla Chips,i bought wanted to try if they were tasty it sure is ! unique different flavor the right thickness. it remains crunchy spicy flavorful with a hint of tabasco paprika sauce for heat there some granules embedded with the tortilla however some of the spices lacking from this chip but i liked this very much. i would recommend this to anyone wants to try a beans tortilla -- you put other ingredients as nachos except the cheese maybe some el pastor shredded meat etcetera
693,694,B000G6MBX2,A3QAZDJ7NYH2C6,M. Esmail,0,0,5,1265500800,Huge fan of these chips!,i love for its unique taste incredible crispy texture used to get at henry 's in san diego ca before we moved out of there ordering from amazon running out of constantly !
694,695,B000G6MBX2,A2OPEDFVLL22TP,"B Healthy ""Healthy eater""",0,0,4,1256169600,Plocky's tortilla chips--tasty and healthy,the only ones i found to be tasty healthy they fewer fat calories plus higher fiber for those want good taste nutrition -- the perfect blend !
695,696,B000G6MBX2,A2M7DO3ICXZWF1,"Mary K. Herman ""Marushka""",0,0,5,1250035200,Plocky's Three Grain Tortilla Chips,we love ca n't always get in local stores they do n't keep stocked even though we always buying out strong enough to dip in any condiment great flavor grain texture
696,697,B000G6MBX2,A1KTR92SDR33GZ,"P. Herbert ""cal_herbie""",0,0,4,1248652800,"Tasty, but make sure you have gum",spicy a lot of great flavor but be warned you will be left with some stanky breath afterwards ! the first i ate was at night then even after brushing flossing i could taste in mouth the next morning so just be careful about when you especially if you will be hanging out with people later in the day
697,698,B000G6MBX2,A1DMR4TXV10JBB,"A. Chrzanowski ""Dwarf Mama""",0,0,5,1246665600,Don't stop carrying these chips,the first i ate was in aruba in 2007 i could n't find in our area ( ct ) so you imagine joy when i found on amazon i love hope you continue to carry your prices terrific too i pay $ 2.99 in aruba they run about $ 2.46 a bag when i buy the case of 12 amazon good job ! ! ! ! only problem is now everybody wants they steal bags when the case comes in but that 's ok ... sharing is good
698,699,B000G6MBX2,A15UN7OK3WRFXE,Rich Wang,0,0,5,1244678400,OM NOM NOM NOM!,delicious if you like & pepper flavored with a solid crunch then you ca n't wrong with -- they the tastiest bag i 've across the sea is easier on the palette than regular in fact i trouble cutting off mid-bag even though i normally enjoy a low sodium diet i would feel like less of a lush if they had in the 8-9oz bags
699,700,B000G6MBX2,A31UITXO8QXG3H,Jay M. Clayton,0,0,5,1243987200,delicious and healthy,i used to buy at the local supermarket but they no carried there finding on amazon i purchased a box found they were fresh delicious as i remembered for they also very healthy i definately will buy again
700,701,B000G6MBX2,AQAEOMJX8ON8A,Russell Oelschlager,0,0,5,1241136000,Unique schrumshist and tasty Tortilla Chips,plocky 's beans tortilla really tasty i shared a few bags with daughter in iraq she said ummm they good they good for you too no artificial stuff
701,702,B000G6MBX2,A4FVWK4UTFQVT,"Cow ""cowguy6""",0,0,5,1236384000,Music to My Palate,we like plockys they like plockys plockys. mean no fuss. taste so good. healthy too. plockys plockys. grab a bag or two. thank you plockys ! !
702,703,B000G6MBX2,A2D8K0GPVMMSER,"Yummycheetos25 ""LeLe""",0,0,5,1236124800,yummy!,i love potato chip they r soooo good ! = ) sweet spicy but not overwhelming just enough to work up the palate not salty just enough to balance out the sweetness i will be ordering again soon love it !
703,704,B000G6MBX2,A2U3DAB0WI8BLZ,Dennis Wright,0,0,5,1230595200,Kettle Organic Chipotle potato chips,the best potato i 've ever had at the best price i 've ever paid the service was respectable the free
704,705,B000G6MBX2,A3SV6IWK26XK6B,S. Doubek,0,0,5,1220140800,Best kept secret.,i love this product all of the different flavors fantastic family likes the 3 grain the best no more corn tortilla in this !
705,706,B000G6MBX2,ACNON4BZACUUL,"mommyofchristopher ""mommyofchristopher""",0,0,5,1217030400,Delicious and additive,love i do n't even like black beans very tasty yum ! ! plus good for you !
706,707,B000G6MBX2,A1UDZGQRPFHB5Y,"Jason G. Godin ""Dog lover""",0,0,5,1215993600,FANFREAKINTASTIC,fanfreakintastic they with out a doubt the best that i ever had a nice sweet smoky flavor then a little bit-o-heat oh ya baby
707,708,B000G6MBX2,A2ZCD6KO2YY9IZ,A. Crawford,0,0,5,1214265600,Smokin',nice amount of heat smoke very tasty chip that goes great with a brew
708,709,B000G6MBX2,A34ZI3K5DNDSNE,Lisa M. Redington,0,0,5,1211673600,really good chips,salty with a hint of sweet they crisp crunchy they the best i 've ever had !
709,710,B000G6MBX2,A1Y1O4GJA3HXQF,"Jelcy Romberg ""Chocolate Breath""",0,0,5,1210204800,"Plocky's Tortilla Chips, Red Beans 'N Rice",we ordered only because the black beans which we really really love was out of stock after about a we finally opened up a package then kicked ourselves for not earlier there is a little kick to after you swallow to let you know you had a hint of hot pepper of some sort we took to a pot luck that night came home with an empty bag i used from another bag as a garnish on a salad that i took to the pot luck we came home with an empty salad bowl ! we will definitely order again. a href= http : //www.amazon.com/gp/product/b000gwlugu plocky 's tortilla beans 'n 7-ounce bags ( pack of 12 ) /a
